삼성중앙,37.512867,127.052755
삼송,37.653109,126.895558
삼양,37.626901,127.018099
삼양사거리,37.621305,127.020529
삼전,37.504483,127.087864
상갈,37.261845,127.108749
상계,37.660718,127.073314
상도,37.503038,126.947816
상동,37.505897,126.753085
상록수,37.302886,126.86659
상봉,37.597252,127.085922
상수,37.547843,126.92236
상왕십리,37.564283,127.029478
상월곡,37.606656,127.048809
상일동,37.556612,127.165929
상천,37.770116,127.45449
상현,37.297785,127.069444
새말,37.748873,127.063784
새절,37.5911,126.913528
샛강,37.51733,126.928563
서강대,37.552202,126.935432
서구청,37.544044,126.677023
서대문,37.565889,126.966559
서동탄,37.195709,127.051866
서부여성회관,37.500408,126.67592
서빙고,37.519627,126.988417
서울대입구,37.48122,126.952695
서울숲,37.543695,127.044701
서울역,37.555338,126.971293
서정리,37.056684,127.053027
서초,37.491859,127.007733
서현,37.385006,127.12357
석계,37.614599,127.065845
석남,37.506288,126.67596
석남,37.506288,126.67596
석바위시장,37.457759,126.692125
석수,37.435218,126.902307
석천사거리,37.456796,126.710909
석촌,37.505378,127.107131
석촌고분,37.502484,127.096985
선릉,37.504501,127.048935
선바위,37.451919,127.002221
선부,37.334435,126.809945
선유도,37.537918,126.893864
선정릉,37.510291,127.043796
선학,37.4271,126.698844
성균관대,37.300377,126.971252
성복,37.313536,127.080409
성수,37.544626,127.055957
성신여대입구,37.592701,127.01652
성환,36.915637,127.126659
세류,37.244231,127.014182
세마,37.18728,127.043274
세종대왕릉,37.293694,127.570912
센트럴파크,37.393572,126.634936
소래포구,37.400963,126.733507
소사,37.482796,126.79538
소새울,37.468403,126.797311
소요산,37.948167,127.061008
솔밭공원,37.656053,127.013141
솔샘,37.620323,127.013463
송내,37.48758,126.753618
송도,37.429949,126.654704
송도달빛축제공원,37.407144,126.625984
송산,37.737317,127.087216
송정,37.561131,126.812118
송탄,37.075498,127.054271
송파,37.499692,127.112218
송파나루,37.510341,127.112256
수내,37.378509,127.114215
수락산,37.67793,127.055318
수리산,37.350642,126.925658
수색,37.580923,126.895713
수서,37.485558,127.104426
수원,37.266116,126.999929
수원시청,37.261692,127.031724
수유,37.637853,127.025414
수지구청,37.322721,127.094872
수진,37.437468,127.140983
숙대입구,37.544603,126.972099
숭실대입구,37.495951,126.953915
숭의,37.460933,126.638081
시민공원,37.45853,126.680138
시청,37.565762,126.977228
시청ㆍ용인대,37.239418,127.178914
시흥능곡,37.370192,126.808759
시흥대야,37.450259,126.793002
시흥시청,37.381588,126.805978
신갈,37.28615,127.111337
신금호,37.554321,127.020924
신길,37.517464,126.916509
신길온천,37.337541,126.767193
신내,37.612709,127.103297
신논현,37.504499,127.024535
신답,37.569811,127.04715
신당,37.565434,127.0167
신대방,37.487574,126.913316
신대방삼거리,37.499635,126.929162
신도림,37.508991,126.891146
신둔도예촌,37.315634,127.405362
신림,37.484216,126.929724
신목동,37.544389,126.88313
신반포,37.503552,126.995962
신방화,37.567468,126.816684
신사,37.516245,127.019571
신설동,37.57569,127.023674
신연수,37.418111,126.693989
신용산,37.52916,126.967846
신원,37.525613,127.373046
신이문,37.602524,127.067532
신정,37.525062,126.856105
신정네거리,37.520213,126.852835
신중동,37.503059,126.776001
신창,36.769809,126.951761
신천,37.439758,126.786863
신촌역,37.559859,126.942306
신촌,37.5553,126.936889
신포,37.468442,126.624564
신풍,37.50015,126.909288
신현,37.40966,126.78791
신흥,37.440933,127.147503
쌍문,37.648586,127.034675
쌍용,36.793766,127.121508
아산,36.79222,127.104385
아시아드경기장,37.551334,126.677144
아신,37.51396,127.443209
아차산,37.552025,127.08962
아현,37.557458,126.956168
안국,37.576562,126.985556
안산,37.326969,126.788846
안암,37.586387,127.029225
안양,37.402175,126.922426
암사,37.550156,127.127592
압구정,37.526398,127.028517
압구정로데오,37.52761,127.040609
애오개,37.553643,126.956595
야당,37.712767,126.761497
야목,37.261226,126.883997
야탑,37.411377,127.12876
약수,37.554874,127.010656
양수,37.545954,127.329129
양원,37.606664,127.10801
양재,37.484518,127.034186
양재시민의숲,37.469959,127.038365
양정,37.604023,127.194763
양주,37.774351,127.044747
양천구청,37.512439,126.86566
양천향교,37.568114,126.8417
양촌,37.641721,126.614748
양평,37.49276,127.491682
양평동,37.525637,126.88628
어룡,37.742658,127.085277
어린이대공원,37.547904,127.074598
어정,37.274995,127.143704
어천,37.250054,126.90897
언주,37.507314,127.033855
여의나루,37.52711,126.932803
여의도,37.521639,126.924076
여주,37.282836,127.628668
역곡,37.48525,126.811934
역삼,37.500626,127.036399
역촌,37.606203,126.922773
연수,37.417897,126.678701
연신내,37.610941,126.92957
염창,37.546985,126.874767
영등포,37.515482,126.906826
영등포구청,37.524355,126.8963
영등포시장,37.522785,126.905178
영종,37.512166,126.525092
영통,37.251042,127.071163
예술회관,37.449289,126.700974
오금,37.501996,127.128282
오류동,37.494494,126.845262
오리,37.339875,127.108981
오목교,37.524618,126.875239
오목천,37.243537,126.964133
오빈,37.506169,3127.473845
오산,37.145409,127.066662
오산대,37.169292,127.063199
오이도,37.361796,126.73845
옥수,37.540489,127.018316
온수,37.492289,126.823522
온양온천,36.780445,127.003898
올림픽공원,37.515951,127.130856
완정,37.59287,126.673106
왕길,37.595204,126.642557
왕십리,37.561936,127.038477
외대앞,37.596114,127.06369
용답,37.562217,127.050824
용두,37.574011,127.038359
용마산,37.573783,127.086817
용문,37.482243,127.59425
용산,37.529837,126.964705
우장산,37.548861,126.836382
운길산,37.554769,127.30997
운동장ㆍ송담대,37.237967,127.209112
운서,37.492927,126.493603
운양,37.653837,126.683793
운연,37.439715,126.759644
운정,37.725442,126.767025
원곡,37.313177,126.795582
원당,37.65324,126.84301
원덕,37.468775,127.546875
원시,37.302555,126.78662
원인재,37.412606,126.687551
원흥,37.650641,126.873722
월계,37.633266,127.058993
월곡,37.601885,127.041535
월곶,37.391908,126.742548
월드컵경기장,37.569619,126.899199
월롱,37.796263,126.792669
을지로3가,37.566405,126.99257
을지로4가,37.566694,126.998133
을지로입구,37.566047,126.982684
응봉,37.550466,127.034847
응암,37.598761,126.915692
의왕,37.320482,126.948159
의정부,37.738692,127.045902
의정부시청,37.739306,127.034923
의정부중앙,37.743713,127.049608
이대,37.556785,126.946121
이매,37.394981,127.128233
이수,37.485443,126.982178
이천,37.264304,127.442171
이촌,37.522323,126.974367
이태원,37.534558,126.994559
인덕원,37.401586,126.976777
인천,37.476241,126.616932
인천가좌,37.490103,126.675313
인천공항1터미널,37.447532,126.452332
인천공항2터미널,37.468741,126.433402
인천논현,37.400635,126.72238
인천대공원,37.448461,126.752756
인천대입구,37.386266,126.639458
인천시청,37.456901,126.702067
인천터미널,37.442013,126.699821
인하대,37.448325,126.650009
일산,37.682269,126.769462
일원,37.483879,127.084026
임진강,37.888298,126.746895
임학,37.545121,126.738712
작전,37.530274,126.722537
잠실,37.513271,127.100164
잠실나루,37.52071,127.103824
잠실새내,37.51164,127.085625
잠원,37.51298,127.01161
장기,37.644214,126.669117
장승배기,37.504802,126.939
장암,37.700166,127.053228
장지,37.478742,127.126197
장한평,37.561539,127.064718
전대ㆍ에버랜드,37.285406,127.219563
정릉,37.60308,127.01329
정발산,37.659616,126.773223
정부과천청사,37.426485,126.989789
정왕,37.351834,126.742837
정자,37.366036,127.108072
제기동,37.578066,127.034856
제물포,37.466806,126.656886
종각,37.570144,126.982912
종로3가,37.571605,126.991814
종로5가,37.571085,127.001997
종합운동장,37.511326,127.075019
주안,37.465137,126.67946
주안국가산단,37.474066,126.68117
주엽,37.670163,126.761214
죽전,37.324603,127.107381
중계,37.645162,127.064044
중곡,37.565556,127.084077
중동,37.486787,126.763988
중랑,37.594938,127.075813
중앙,37.316052,126.838554
중앙보훈병원,37.528849,127.1485
중화,37.602584,127.079282
증미,37.558096,126.86059
증산,37.583904,126.909626
지석,37.269709,127.136636
지식정보단지,37.377972,126.645405
지제,37.0189,127.06979
지축,37.648122,126.913761
지평,37.476444,127.629551
지행,37.892328,127.055856
직산,36.870805,127.14383
진위,37.109785,127.062337
창동,37.653127,127.047624
창신,37.579428,127.015221
천마산,37.659092,127.285719
천안,36.809041,127.146533
천왕,37.486802,126.838717
천호,37.538489,127.123764
철산,37.476005,126.8677
청계산입구,37.448287,127.054649
청구,37.560187,127.013996
청담,37.519265,127.052079
청라국제도시,37.55645,126.624689
청량리,37.580471,127.047166
청명,37.259509,127.079109
청평,37.73547,127.426474
초당,37.260843,127.159441
초월,37.373298,127.30004
초지,37.320047,126.808126
초지,37.320047,126.808126
춘의,37.503778,126.787087
춘천,37.88453,127.716636
충무로,37.561174,126.99385
충정로,37.559647,126.96325
캠퍼스타운,37.388268,126.662065
탄현,37.694183,126.761091
탑석,37.733475,127.088905
탕정,36.788338,127.085033
태릉입구,37.617569,127.075616
태평,37.439806,127.127783
테크노파크,37.382047,126.656117
퇴계원,37.648371,127.143775
파주,37.815315,126.792419
판교,37.394877,127.111203
판교,37.394877,127.111203
팔당,37.547303,127.24394
평내호평,37.653294,127.244318
평촌,37.394362,126.96385
평택,36.990924,127.084725
평택지제,37.0189,127.06979
풍기,36.774797,127.023327
풍무,37.612315,126.732662
풍산,37.672158,126.786391
하계,37.636011,127.06829
하남검단산,37.539878,127.22314
하남시청,37.541969,127.206293
하남풍산,37.552076,127.203834
학동,37.514302,127.031654
학여울,37.496522,127.070101
한강진,37.539829,127.001809
한남,37.529347,127.009017
한대앞,37.309749,126.853674
한성대입구,37.588427,127.006064
한성백제,37.516513,127.116258
한양대,37.55559,127.043693
한티,37.496285,127.052988
합정,37.549386,126.913883
행당,37.55736,127.029654
행신,37.612378,126.834087
혜화,37.58219,127.001919
호구포,37.401631,126.708684
홍대입구,37.558085,126.925947
홍제,37.588823,126.944138
화계,37.634165,127.017579
화곡,37.541357,126.840657
화랑대,37.620087,127.083805
화서,37.284057,126.989733
화전,37.602877,126.868383
화정,37.634738,126.832712
회기,37.58963,127.05813
회룡,37.724734,127.047308
회룡,37.724734,127.047308
회현,37.558866,126.978601
효자,37.753966,127.077293
효창공원앞,37.539178,126.961585
흑석,37.509031,126.963456
흥선,37.743284,127.037059
